Date,Crypto,Likes,Retweets,Replies,Views,positive_score_likes,positive_score_retweets,positive_score_views,neutral_score_likes,neutral_score_retweets,neutral_score_views,negative_score_likes,negative_score_retweets,negative_score_views,price,market_cap,volume
2024-05-22,ETH,1198,157,340,151343,0.8769531408013355,0.8727840631847134,0.8915790144013929,0.0405110582704507,0.0370258088471337,0.0318334170227529,0.0825358130517529,0.0901901420445859,0.0765875482593446,3792.486220211773,455765526085.79254,37370060267.60153
2024-05-22,MAGA,1542,236,183,45659,0.5941576278145265,0.5897783675,0.6603022027127183,0.3536198077386511,0.3432125669279661,0.2877677240613679,0.0522225329092088,0.0670090354915254,0.0519300382032676,8.412577480068403,391068220.25339466,9492628.41360822
2024-05-22,NEAR,1195,255,113,155099,0.6550846400125523,0.6307476041176471,0.6659010513309951,0.2407126708008368,0.2669182392392157,0.2427417108690707,0.1042027109288702,0.1023341925803921,0.0913572648494832,7.8166511818032065,8453903420.372875,612314584.4261903
2024-05-22,PEPE,1569,320,297,165032,0.840758404206501,0.8386680930624999,0.8884845690865771,0.0681762162880815,0.05930327780625,0.0455533582966636,0.0910653445149776,0.1020285960375,0.0659620358585243,1.3809358104853935e-05,5814546995.588748,2710433138.7272725
2024-05-22,SOLANA,1181,269,207,73865,0.8785622675613886,0.8868166714126394,0.9035208371499356,0.0296393832265029,0.0232749469256505,0.031523131941657,0.0917983575588484,0.0899083841301115,0.0649560303686455,178.1744919321701,79995115480.06287,4264614704.586964
2024-05-22,XRP,1828,332,290,216956,0.7516746100054704,0.7831723499397589,0.8004825864222699,0.1264497948878556,0.0807663825813253,0.075188061305827,0.1218755845634573,0.1360612641927711,0.1243293367895103,0.5370022098070341,29676043277.621082,1581545851.1602776
2024-05-23,BITCOIN,1660,171,507,294959,0.8438237147650604,0.7650787344444445,0.8512368013129282,0.0535862835337349,0.0818816940877193,0.0391199109939584,0.1025899865698795,0.1530395606900585,0.1096432685848338,69181.20085677762,1362228629448.754,31059440495.91766
2024-05-23,DOGE,965,141,202,108397,0.9259162552331608,0.9244046460992908,0.9293867425544988,0.0416583904549222,0.0406946163546099,0.0335285685432899,0.0324254117678756,0.0349007867801418,0.0370847350129339,0.16610709366302706,23964079376.060066,1659358907.0757198
2024-05-23,ETH,3254,483,1374,477764,0.896425609560541,0.9043953473706005,0.8758700788872537,0.0335278370402581,0.0308280552443064,0.0293972225863752,0.0700465537934849,0.0647766070227743,0.0947326876227803,3741.897740560911,449694006822.5555,24114510372.012993
2024-05-23,MAGA,1728,610,284,108330,0.7647500862268517,0.7092826851803278,0.6671067835289394,0.1792517874050926,0.2471429493737705,0.2838581689574079,0.0559981589369213,0.0435744140934426,0.0490350655034524,8.865481348520493,412440098.5814346,5588461.475007457
2024-05-23,NEAR,1148,252,99,137571,0.6583503834982578,0.5723606679246033,0.5623264099892056,0.206279776837108,0.2999614629563492,0.3144325668275654,0.1353698377221254,0.1276778820515873,0.1232410095718792,7.9730943711409825,8599642999.976686,703577876.1152372
2024-05-23,PEPE,2710,290,642,442240,0.8483542413594093,0.8053729585034484,0.852459064090476,0.0630445111280443,0.0988439430206896,0.0754671920784981,0.088601242101107,0.0957831008172413,0.0720737353859036,1.334440011610093e-05,5607813235.575265,2139826384.348119
2024-05-23,SOLANA,1179,292,707,177260,0.8522759250975404,0.854917769280822,0.9004383046639286,0.0373360540106022,0.023908464729452,0.0411220369615858,0.1103880060593723,0.1211737350342465,0.0584396374474669,176.86884758403767,79409425754.64302,3391953928.275571
2024-05-23,XRP,2823,430,224,219657,0.6881126095359548,0.6540844621860467,0.7507354980217794,0.082758625290294,0.0898830110046511,0.0690524480205456,0.2291287844966348,0.256032552316279,0.1802120815297941,0.52654382108452,29118710429.985874,960955918.3390409
2024-05-24,BITCOIN,2348,345,210,161125,0.8467711489267462,0.8027485164057971,0.8468219488351094,0.043749908899063,0.0603423346231884,0.0419119248063335,0.1094789004412265,0.1369091118434783,0.1112661111875934,67906.46534276106,1336347300306.381,39235702119.25446
2024-05-24,DOGE,4882,909,151,183593,0.9295114103236378,0.9300722733773376,0.8582696241356697,0.0420358002408848,0.0414388316831683,0.0354989061833022,0.0284528395946333,0.0284889460374037,0.1062315070113838,0.15961778434931018,23027007943.511375,1890104533.667718
2024-05-24,ETH,865,261,354,64111,0.7555534102219653,0.8468939604521072,0.7136489814034721,0.048980132316763,0.0282408356206896,0.042259862376784,0.1954664360138728,0.1248651755670498,0.2440911429652789,3766.398091341944,451934122188.91656,46761576029.509094
2024-05-24,MAGA,4190,700,301,121144,0.8333393669498806,0.7276100492,0.8084651594982831,0.1240760067899761,0.2360071884385714,0.1154109796614937,0.0425846178763723,0.03638276781,0.0761238611508948,9.090116291264332,424443697.99594235,4931177.039795228
2024-05-24,NEAR,8456,795,129,1068860,0.8250578789387416,0.7985355466918239,0.8914168447225285,0.1128190287261116,0.139446208426415,0.0430825616826712,0.0621231010183301,0.0620182473899371,0.0655006210466394,7.686948428863904,8296691644.698925,802410156.4663652
