Date,Crypto,Likes,Retweets,Replies,Views,positive_score_likes,positive_score_retweets,positive_score_views,neutral_score_likes,neutral_score_retweets,neutral_score_views,negative_score_likes,negative_score_retweets,negative_score_views
2024-05-22,XRP,1828,332,290,216956,0.7516746100054704,0.7831723499397589,0.8004825864222699,0.1264497948878556,0.08076638258132532,0.075188061305827,0.12187558456345732,0.1360612641927711,0.12432933678951032
2024-05-23,BITCOIN,1660,171,507,294959,0.8438237147650604,0.7650787344444445,0.8512368013129282,0.05358628353373493,0.0818816940877193,0.03911991099395849,0.10258998656987951,0.1530395606900585,0.10964326858483382
2024-05-23,DOGE,965,141,202,108397,0.9259162552331607,0.9244046460992908,0.9293867425544988,0.04165839045492229,0.040694616354609935,0.03352856854328994,0.032425411767875646,0.03490078678014184,0.03708473501293394
2024-05-23,ETH,3254,483,1374,477764,0.896425609560541,0.9043953473706005,0.8758700788872537,0.03352783704025815,0.03082805524430642,0.029397222586375275,0.07004655379348493,0.06477660702277432,0.0947326876227803
2024-05-23,MAGA,1728,610,284,108330,0.7647500862268517,0.7092826851803278,0.6671067835289394,0.1792517874050926,0.24714294937377057,0.28385816895740795,0.0559981589369213,0.04357441409344262,0.04903506550345242
2024-05-23,NEAR,1148,252,99,137571,0.6583503834982578,0.5723606679246033,0.5623264099892056,0.20627977683710802,0.29996146295634923,0.31443256682756543,0.13536983772212544,0.1276778820515873,0.12324100957187925
2024-05-23,PEPE,2710,290,642,442240,0.8483542413594093,0.8053729585034484,0.852459064090476,0.0630445111280443,0.09884394302068965,0.07546719207849813,0.088601242101107,0.09578310081724138,0.0720737353859036
2024-05-23,SOLANA,1179,292,707,177260,0.8522759250975404,0.854917769280822,0.9004383046639286,0.0373360540106022,0.023908464729452055,0.04112203696158581,0.11038800605937234,0.12117373503424657,0.05843963744746699
2024-05-23,XRP,2823,430,224,219657,0.6881126095359548,0.6540844621860467,0.7507354980217794,0.08275862529029401,0.08988301100465117,0.06905244802054566,0.2291287844966348,0.256032552316279,0.18021208152979418
2024-05-24,BITCOIN,2348,345,210,161125,0.8467711489267462,0.8027485164057971,0.8468219488351094,0.043749908899063036,0.06034233462318841,0.04191192480633359,0.10947890044122656,0.1369091118434783,0.11126611118759348
2024-05-24,DOGE,4882,909,151,183593,0.9295114103236378,0.9300722733773377,0.8582696241356697,0.04203580024088488,0.041438831683168316,0.035498906183302203,0.028452839594633354,0.028488946037403734,0.10623150701138387
2024-05-24,ETH,865,261,354,64111,0.7555534102219653,0.8468939604521072,0.7136489814034721,0.048980132316763014,0.028240835620689658,0.04225986237678401,0.1954664360138728,0.1248651755670498,0.24409114296527898
